class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
p,10.34,f,h,r,f,,c,w,11.21,15.32,,,w,u,w,t,g,,d,u
p,8.52,f,h,r,f,,c,w,10.7,13.02,,,w,u,w,t,p,,d,a
e,2.89,x,,u,f,,d,w,5.26,4.07,,,w,,,f,f,,d,a
p,3.66,x,y,n,f,a,,w,5.59,3.45,,y,y,,,t,r,,h,u
e,6.7,x,t,n,f,e,,w,13.22,13.8,,s,w,u,w,f,f,,d,u
e,20.19,f,y,n,f,,,w,31.56,24.18,s,,n,,,t,m,,d,u
p,3.99,f,y,n,f,e,c,w,4.5,3.61,,k,w,,,t,e,,d,u
e,3.12,x,,u,f,,d,w,6.92,5.13,,,w,,,f,f,,d,a
p,12.11,x,,g,f,e,,w,10.74,14.0,,,w,u,w,t,g,,d,u
p,8.18,x,h,r,f,,c,w,10.76,13.36,,,w,u,w,t,g,,d,u
e,2.43,s,y,n,f,d,d,p,6.45,3.41,,i,n,,,f,f,,h,a
e,7.03,x,,y,f,e,,w,5.57,12.14,b,,w,u,y,t,g,,d,u
e,13.24,x,,n,t,,,w,11.52,17.74,b,,w,u,w,t,g,,d,a
e,7.94,x,,y,f,e,,w,6.69,13.25,b,,w,u,y,t,g,,d,u
p,6.98,p,g,n,f,e,,w,8.08,15.31,,y,w,u,w,t,p,,d,a
e,13.33,x,y,n,t,e,,w,10.14,17.87,,,w,,,t,,,g,a
e,2.17,s,y,n,f,d,d,p,5.25,2.86,,i,n,,,f,f,,h,u
e,13.01,f,,n,t,,,w,13.41,18.32,b,,w,u,w,t,g,,d,a
p,7.16,b,t,w,f,e,c,w,12.24,12.02,,y,w,u,w,t,e,,d,u
p,12.5,f,,g,f,e,,w,11.04,15.68,,,w,u,w,t,e,,d,a
e,6.38,x,,y,f,e,,w,5.83,12.81,b,,y,u,y,t,g,,d,a
e,10.41,f,,n,t,,,w,10.07,12.93,b,,w,u,w,t,g,,d,u
e,6.29,c,t,n,f,e,,w,11.93,11.7,,s,w,u,w,f,f,,d,a
p,3.59,f,y,n,f,e,c,n,4.77,3.7,,k,w,,,t,e,,d,u
p,12.27,x,h,o,f,e,,w,15.43,16.19,s,y,w,u,w,t,g,,d,w
e,7.73,x,,n,t,,,w,10.9,15.81,b,,w,u,w,t,g,,d,a
p,8.05,b,t,w,f,e,c,w,12.35,12.7,,y,w,u,w,t,e,,d,a
p,10.14,f,,n,f,e,,w,11.44,14.58,,,w,u,w,t,g,,d,u
p,12.63,f,,n,f,e,,w,11.18,15.51,,,w,u,w,t,g,,d,u
p,4.04,x,y,y,f,a,,w,5.93,3.38,,y,y,,,t,r,,h,u
e,6.56,x,,y,f,e,,w,6.18,12.8,b,,w,u,w,t,g,,d,a
p,7.22,p,g,n,f,e,,w,8.13,15.82,,y,w,u,w,t,p,,d,u
p,7.36,x,g,n,f,e,,w,8.25,14.68,,y,w,u,w,t,p,,d,u
p,3.85,x,y,n,f,a,,w,5.2,3.66,,y,n,,,t,r,,g,u
p,8.95,f,h,r,f,,c,w,11.28,13.85,,,w,u,w,t,g,,d,a
p,7.92,b,t,w,f,e,c,w,12.86,12.81,,y,w,u,w,t,e,,d,a
e,2.17,x,,b,f,,d,u,5.82,5.21,,,w,,,f,f,,d,w
e,21.19,f,y,n,f,,,w,32.46,23.6,s,,n,,,t,m,,m,u
e,2.75,x,,u,f,,d,w,6.45,5.13,,,w,,,f,f,,d,a
e,6.47,c,t,n,f,e,,w,13.45,13.39,,s,w,u,w,f,f,,d,u
e,19.85,p,y,w,f,,,w,25.77,21.26,s,,n,,,t,m,,d,a
e,2.78,x,,b,f,,d,u,6.48,4.74,,,w,,,f,f,,d,u
p,8.09,p,g,n,f,e,,w,8.23,14.49,,y,w,u,w,t,p,,d,a
p,7.26,x,h,r,f,,c,w,11.04,13.11,,,w,u,w,t,p,,d,a
p,8.14,x,g,n,f,e,,w,8.22,14.53,,y,w,u,w,t,p,,d,u
p,8.24,f,h,r,f,,c,w,10.96,14.58,,,w,u,w,t,p,,d,a
p,8.68,f,h,r,f,,c,w,11.55,16.76,,,w,u,w,t,p,,d,u
p,7.92,b,t,w,f,e,c,w,12.69,12.61,,y,w,u,w,t,e,,d,a
e,14.46,x,y,n,t,e,,w,9.45,16.75,,,w,,,t,,,d,u
p,7.66,f,h,r,f,,c,w,10.58,12.7,,,w,u,w,t,p,,d,a
p,6.72,b,t,w,f,e,c,w,12.9,12.46,,y,w,u,w,t,e,,d,a
e,15.23,x,e,n,t,e,,w,10.83,17.93,,,w,,,t,,,d,a
p,6.56,f,h,r,f,,c,w,10.78,12.9,,,w,u,w,t,g,,d,u
e,1.97,x,,u,f,,d,w,5.93,4.41,,,w,,,f,f,,d,w
e,7.48,x,,w,f,e,,w,6.16,13.29,b,,y,u,w,t,g,,d,u
e,10.5,f,,n,f,s,c,u,7.63,20.48,,,b,,,f,f,,d,w
p,12.46,x,,n,f,e,,w,11.12,14.89,,,w,u,w,t,g,,d,u
p,3.23,f,y,p,f,e,c,w,4.65,3.64,,k,w,,,t,e,,d,a
p,8.42,x,h,r,f,,c,w,11.61,14.83,,,w,u,w,t,p,,d,a
p,14.26,x,g,e,f,e,,w,16.67,15.9,s,y,w,u,w,t,p,,d,u
p,12.1,x,h,e,f,e,,w,17.26,16.98,s,y,w,u,w,t,g,,d,a
p,7.75,p,g,n,f,e,,w,7.31,14.04,,y,w,u,w,t,p,,d,a
e,2.79,f,y,n,f,a,d,p,6.67,3.83,,i,n,,,f,f,,l,a
e,5.52,x,h,n,f,e,,w,11.1,11.99,,s,n,u,w,f,f,,d,a
p,3.25,x,y,n,f,a,,w,5.66,3.53,,y,y,,,t,r,,h,a
p,14.28,f,g,o,f,e,,w,17.84,17.46,s,y,w,u,w,t,g,,d,a
e,2.76,f,y,n,f,d,d,p,9.47,4.4,,i,n,,,f,f,,l,u
p,3.93,x,y,n,f,a,,w,6.19,3.74,,y,y,,,t,r,,h,u
p,8.01,b,t,w,f,e,c,w,12.49,12.28,,y,w,u,w,t,e,,d,u
p,10.57,f,h,r,f,,c,w,11.48,17.01,,,w,u,w,t,p,,d,a
e,5.93,x,,y,f,e,,w,5.6,11.44,b,,y,u,w,t,g,,d,a
p,3.42,b,y,e,f,e,c,n,4.49,3.49,,k,w,,,t,e,,d,u
e,2.89,f,y,n,f,a,d,p,7.35,3.56,,i,n,,,f,f,,h,u
p,8.22,x,g,n,f,e,,w,8.17,15.93,,y,w,u,w,t,p,,d,a
e,15.94,p,y,w,f,,,w,23.14,20.03,s,,n,,,t,m,,d,a
p,8.37,b,t,w,f,e,c,w,13.39,12.53,,y,w,u,w,t,e,,d,u
e,7.06,x,,y,f,e,,w,6.18,12.05,b,,w,u,y,t,g,,d,a
e,9.86,s,,g,f,s,c,u,7.4,20.97,,,u,,,f,f,,d,w
p,3.34,x,y,n,f,a,,w,6.26,3.71,,y,y,,,t,r,,d,a
p,6.23,p,g,n,f,e,,w,8.14,15.03,,y,w,u,w,t,p,,d,a
p,4.24,f,y,p,f,e,c,n,4.83,3.68,,k,w,,,t,e,,d,u
p,12.14,f,,n,f,e,,w,11.04,15.87,,,w,u,w,t,g,,d,a
e,7.22,x,,w,f,e,,w,6.26,13.35,b,,w,u,w,t,g,,d,u
p,7.29,p,g,n,f,e,,w,8.57,14.44,,y,w,u,w,t,p,,d,a
e,22.2,p,y,w,f,,,w,28.94,23.08,s,,n,,,t,m,,d,a
e,6.36,c,t,n,f,e,,w,11.79,11.97,,s,w,u,w,f,f,,d,u
e,17.48,p,y,n,f,,,w,27.23,20.47,s,,n,,,t,m,,m,a
p,8.68,x,g,n,f,e,,w,8.15,14.4,,y,w,u,w,t,p,,d,a
e,6.0,x,h,n,f,e,,w,11.97,13.06,,s,n,u,w,f,f,,d,u
p,6.76,b,t,w,f,e,c,w,11.25,11.66,,y,w,u,w,t,e,,d,a
p,13.39,x,,g,f,e,,w,11.67,17.05,,,w,u,w,t,g,,d,u
e,2.19,x,,u,f,,d,w,4.66,3.65,,,w,,,f,f,,d,a
e,6.04,c,h,n,f,e,,w,11.74,12.71,,s,n,u,w,f,f,,d,u
e,2.05,x,,b,f,,d,w,5.52,4.12,,,w,,,f,f,,d,w
p,8.65,p,g,n,f,e,,w,8.83,14.69,,y,w,u,w,t,p,,d,a
e,5.72,x,,w,f,e,,w,6.14,12.53,b,,w,u,w,t,g,,d,u
p,7.74,b,t,w,f,e,c,w,13.18,13.82,,y,w,u,w,t,l,,d,u
p,12.21,x,,g,f,e,,w,11.17,17.5,,,w,u,w,t,g,,d,u
p,8.76,p,g,n,f,e,,w,9.29,17.22,,y,w,u,w,t,p,,d,u
e,6.52,x,h,n,f,e,,w,13.94,13.58,,s,n,u,w,f,f,,d,u
p,12.21,f,,g,f,e,,w,11.41,15.74,,,w,u,w,t,e,,d,u
p,3.0,f,y,n,f,e,c,w,4.11,3.47,,k,w,,,t,e,,m,a
p,3.93,x,y,y,f,a,,w,5.33,3.67,,y,n,,,t,r,,h,a
e,8.81,x,,n,t,,,w,10.51,16.24,b,,w,u,w,t,g,,d,a
p,4.04,x,y,y,f,a,,w,6.24,3.5,,y,n,,,t,r,,h,u
e,8.69,f,,n,t,,,w,12.07,20.12,b,,w,u,w,t,g,,d,a
p,3.18,x,y,y,f,a,,w,5.79,3.56,,y,y,,,t,r,,d,a
e,7.17,f,,n,t,,,w,8.77,13.25,b,,w,u,w,t,g,,d,u
e,11.19,x,,n,t,,,w,9.99,16.5,b,,w,u,w,t,g,,d,a
p,2.64,x,y,y,f,a,,w,5.74,3.36,,y,y,,,t,r,,h,a
p,8.85,x,h,r,f,,c,w,11.06,14.7,,,w,u,w,t,g,,d,a
p,13.41,f,,n,f,e,,w,11.11,15.94,,,w,u,w,t,g,,d,u
e,2.11,x,,b,f,,d,w,6.34,3.85,,,w,,,f,f,,d,u
e,10.56,f,,n,t,,,w,8.46,16.05,b,,w,u,w,t,g,,d,u
p,16.73,f,h,o,f,e,,w,18.54,18.73,s,y,w,u,w,t,g,,d,w
e,20.73,f,y,n,f,,,w,25.81,21.65,s,,n,,,t,m,,d,u
e,5.41,c,h,n,f,e,,w,11.28,11.72,,s,n,u,w,f,f,,d,u
e,2.34,x,,b,f,,d,u,6.28,4.49,,,w,,,f,f,,d,a
p,11.32,x,,n,f,e,,w,10.4,9.56,,,w,u,w,t,e,,d,u
e,1.68,f,y,n,f,d,d,p,6.49,2.84,,i,n,,,f,f,,h,a
p,15.66,x,h,o,f,e,,w,16.69,17.72,s,y,w,u,w,t,g,,d,a
p,15.96,f,h,e,f,e,,w,17.35,17.09,s,y,w,u,w,t,g,,d,u
p,11.39,f,,g,f,e,,w,10.96,12.11,,,w,u,w,t,e,,d,u
e,10.15,f,,n,t,,,w,11.69,16.35,b,,w,u,w,t,g,,d,a
e,13.33,f,,n,t,,,w,13.18,22.36,b,,w,u,w,t,g,,d,a
p,2.65,f,y,n,f,e,c,w,4.14,3.4,,k,w,,,t,e,,d,a
e,4.93,x,t,n,f,e,,w,12.87,12.49,,s,w,u,w,f,f,,d,a
p,15.82,x,h,e,f,e,,w,17.12,16.81,s,y,w,u,w,t,g,,d,a
e,14.21,x,e,n,t,e,,w,10.7,18.47,,,w,,,t,,,g,a
e,2.52,x,,u,f,,d,u,5.33,4.71,,,w,,,f,f,,d,w
e,2.37,x,,b,f,,d,w,6.56,4.85,,,w,,,f,f,,d,u
e,3.81,x,,b,f,,d,u,5.89,4.19,,,w,,,f,f,,d,u
p,6.7,b,t,w,f,e,c,w,11.45,11.49,,y,w,u,w,t,l,,d,a
e,16.65,x,e,n,t,e,,w,10.21,18.14,,,w,,,t,,,g,u
e,5.4,x,h,n,f,e,,w,11.98,12.01,,s,n,u,w,f,f,,d,u
p,8.9,x,h,r,f,,c,w,10.93,15.16,,,w,u,w,t,p,,d,a
e,7.94,f,,n,f,s,c,b,7.41,19.7,,,u,,,f,f,,d,w
p,4.24,x,y,y,f,a,,w,5.65,3.65,,y,n,,,t,r,,d,u
e,6.02,x,,w,f,e,,w,5.95,12.31,b,,y,u,y,t,g,,d,u
e,8.97,x,,n,t,,,w,11.99,17.18,b,,w,u,w,t,g,,d,u
e,6.2,x,h,n,f,e,,w,11.99,11.83,,s,n,u,w,f,f,,d,a
e,5.46,x,h,n,f,e,,w,11.3,12.59,,s,w,u,w,f,f,,d,u
p,7.06,x,g,n,f,e,,w,8.15,15.94,,y,w,u,w,t,p,,d,a
e,2.67,f,y,n,f,d,d,p,5.46,3.89,,i,n,,,f,f,,l,u
p,3.44,b,y,e,f,e,c,n,5.08,3.5,,k,w,,,t,e,,d,u
e,10.2,f,,n,t,,,w,12.93,18.25,b,,w,u,w,t,g,,d,u
p,8.43,b,t,w,f,e,c,w,12.29,12.76,,y,w,u,w,t,l,,d,a
e,9.31,s,,u,f,s,c,b,7.5,20.83,,,u,,,f,f,,d,w
e,3.39,s,y,n,f,d,d,p,7.14,4.32,,i,n,,,f,f,,h,u
p,9.26,b,t,w,f,e,c,w,12.32,12.66,,y,w,u,w,t,e,,d,a
p,3.45,x,y,y,f,a,,w,6.07,3.6,,y,y,,,t,r,,h,u
p,7.69,x,g,n,f,e,,w,8.31,16.41,,y,w,u,w,t,p,,d,a
p,6.69,b,t,w,f,e,c,w,10.91,11.94,,y,w,u,w,t,l,,d,u
p,3.72,f,y,n,f,e,c,w,4.79,3.46,,k,w,,,t,e,,d,u
e,16.02,x,e,n,t,e,,w,11.44,18.49,,,w,,,t,,,g,u
e,11.21,x,,n,t,,,w,11.37,19.5,b,,w,u,w,t,g,,d,a
p,13.22,f,,g,f,e,,w,11.27,17.13,,,w,u,w,t,e,,d,a
e,1.16,f,y,n,f,d,d,p,5.47,2.83,,i,n,,,f,f,,l,u
p,6.55,x,g,n,f,e,,w,8.66,14.95,,y,w,u,w,t,p,,d,a
e,11.33,x,,n,t,,,w,11.01,20.18,b,,w,u,w,t,g,,d,u
p,3.31,b,y,e,f,e,c,n,4.58,3.59,,k,w,,,t,e,,m,a
p,8.26,x,g,n,f,e,,w,8.69,16.29,,y,w,u,w,t,p,,d,a
e,15.35,x,e,n,t,e,,w,10.56,17.39,,,w,,,t,,,g,a
e,6.72,s,,l,f,s,c,u,6.61,16.96,,,b,,,f,f,,d,a
e,3.24,x,,u,f,,d,w,6.83,5.64,,,w,,,f,f,,d,a
e,9.92,x,,n,t,,,w,12.45,18.33,b,,w,u,w,t,g,,d,a
p,8.93,f,h,r,f,,c,w,10.57,12.22,,,w,u,w,t,g,,d,a
e,6.68,x,,w,f,e,,w,5.8,12.46,b,,w,u,y,t,g,,d,u
e,2.55,x,,u,f,,d,w,5.87,4.61,,,w,,,f,f,,d,w
e,2.44,x,,u,f,,d,u,6.41,5.0,,,w,,,f,f,,d,u
e,14.94,x,y,n,t,e,,w,9.28,17.98,,,w,,,t,,,g,u
e,7.91,x,,w,f,e,,w,6.17,12.15,b,,y,u,y,t,g,,d,u
p,4.14,f,y,w,f,e,c,n,4.6,3.5,,k,w,,,t,e,,m,u
e,2.92,x,,b,f,,d,w,5.54,4.14,,,w,,,f,f,,d,u
p,12.47,f,,g,f,e,,w,10.85,13.54,,,w,u,w,t,e,,d,u
e,15.03,x,e,n,t,e,,w,10.48,17.42,,,w,,,t,,,d,a
p,8.57,b,t,w,f,e,c,w,12.91,12.38,,y,w,u,w,t,e,,d,u
e,6.88,x,t,n,f,e,,w,12.69,12.81,,s,n,u,w,f,f,,d,a
e,14.71,x,e,n,t,e,,w,10.9,18.1,,,w,,,t,,,d,u
p,3.24,b,y,e,f,e,c,n,4.81,3.68,,k,w,,,t,e,,d,a
e,7.06,x,,n,t,,,w,9.78,16.15,b,,w,u,w,t,g,,d,a
p,7.52,b,t,w,f,e,c,w,12.55,12.67,,y,w,u,w,t,l,,d,u
p,7.78,p,g,n,f,e,,w,7.55,13.84,,y,w,u,w,t,p,,d,a
p,4.49,x,y,y,f,a,,w,6.28,3.71,,y,y,,,t,r,,g,a
e,12.13,f,,u,f,s,c,u,7.17,17.56,,,u,,,f,f,,l,a
e,6.53,x,t,n,f,e,,w,13.63,12.79,,s,n,u,w,f,f,,d,a
e,9.52,f,,u,f,s,c,b,7.87,19.08,,,u,,,f,f,,d,w
p,2.72,f,y,n,f,e,c,w,4.8,3.5,,k,w,,,t,e,,d,a
p,9.1,f,h,r,f,,c,w,11.2,12.87,,,w,u,w,t,g,,d,a
p,3.44,f,y,w,f,e,c,w,4.84,3.47,,k,w,,,t,e,,m,u
p,10.62,f,h,r,f,,c,w,11.02,15.67,,,w,u,w,t,g,,d,a
p,12.24,f,,n,f,e,,w,10.82,13.66,,,w,u,w,t,g,,d,a
e,6.42,c,h,n,f,e,,w,12.95,12.95,,s,w,u,w,f,f,,d,a
e,16.36,x,e,n,t,e,,w,10.53,18.9,,,w,,,t,,,g,a
e,6.2,c,t,n,f,e,,w,12.07,12.26,,s,w,u,w,f,f,,d,u
p,3.56,x,y,n,f,a,,w,5.1,3.41,,y,y,,,t,r,,h,u
p,9.7,b,t,w,f,e,c,w,13.54,14.63,,y,w,u,w,t,l,,d,a
p,3.64,x,y,n,f,a,,w,4.6,3.26,,y,y,,,t,r,,g,u
p,10.68,f,,n,f,e,,w,10.37,12.62,,,w,u,w,t,e,,d,u
p,7.2,b,t,w,f,e,c,w,13.95,13.4,,y,w,u,w,t,e,,d,a
p,9.76,f,h,r,f,,c,w,11.76,17.03,,,w,u,w,t,g,,d,a
e,15.44,x,e,n,t,e,,w,9.84,17.22,,,w,,,t,,,g,u
e,15.32,x,e,n,t,e,,w,9.45,17.18,,,w,,,t,,,g,u
e,6.9,f,,n,t,,,w,10.23,17.99,b,,w,u,w,t,g,,d,a
p,7.86,p,g,n,f,e,,w,8.05,14.51,,y,w,u,w,t,p,,d,u
e,13.99,x,e,n,t,e,,w,9.63,17.4,,,w,,,t,,,d,u
p,7.27,f,h,r,f,,c,w,10.49,13.58,,,w,u,w,t,g,,d,u
e,6.65,x,,y,f,e,,w,6.0,12.45,b,,y,u,w,t,g,,d,a
e,17.45,p,y,w,f,,,w,21.24,20.17,s,,n,,,t,m,,d,a
p,12.16,x,,g,f,e,,w,10.75,14.18,,,w,u,w,t,e,,d,a
p,7.07,p,g,n,f,e,,w,7.42,15.45,,y,w,u,w,t,p,,d,a
p,2.81,x,y,n,f,a,,w,4.79,3.26,,y,n,,,t,r,,g,a
p,9.77,x,h,r,f,,c,w,11.12,15.06,,,w,u,w,t,g,,d,u
e,10.08,f,,n,t,,,w,11.48,19.76,b,,w,u,w,t,g,,d,a
e,6.6,x,,y,f,e,,w,5.92,12.8,b,,y,u,y,t,g,,d,u
p,3.31,x,y,n,f,a,,w,5.36,3.38,,y,n,,,t,r,,h,u
p,16.94,x,g,o,f,e,,w,18.08,17.68,s,y,w,u,w,t,p,,d,a
e,7.0,c,h,n,f,e,,w,13.44,12.46,,s,n,u,w,f,f,,d,u
e,16.08,f,y,w,f,,,w,28.4,21.29,s,,n,,,t,m,,m,a
e,6.89,x,,y,f,e,,w,6.0,13.15,b,,y,u,y,t,g,,d,u
e,17.42,f,y,w,f,,,w,26.31,20.68,s,,n,,,t,m,,m,a
e,2.84,f,y,n,f,a,d,p,4.58,2.98,,i,n,,,f,f,,l,a
p,8.26,x,h,r,f,,c,w,10.58,15.44,,,w,u,w,t,p,,d,a
e,8.96,f,,n,t,,,w,10.08,14.93,b,,w,u,w,t,g,,d,u
p,3.27,f,y,w,f,e,c,w,3.97,3.33,,k,w,,,t,e,,m,u
e,2.18,s,y,n,f,a,d,p,6.74,3.64,,i,n,,,f,f,,h,u
e,6.21,x,t,n,f,e,,w,12.0,12.9,,s,w,u,w,f,f,,d,a
e,6.35,x,t,n,f,e,,w,13.34,13.14,,s,n,u,w,f,f,,d,a
p,8.65,f,h,r,f,,c,w,11.27,17.75,,,w,u,w,t,p,,d,u
p,6.9,b,t,w,f,e,c,w,11.89,12.48,,y,w,u,w,t,e,,d,a
e,6.7,x,,w,f,e,,w,5.87,12.79,b,,y,u,w,t,g,,d,u
e,10.74,s,,n,f,s,c,b,7.25,20.74,,,u,,,f,f,,d,w
e,9.67,f,,l,f,s,c,b,7.13,18.8,,,b,,,f,f,,l,w
p,8.35,x,h,r,f,,c,w,10.84,13.8,,,w,u,w,t,g,,d,u
p,3.93,x,y,y,f,a,,w,5.6,3.48,,y,y,,,t,r,,d,a
e,12.86,x,y,n,t,e,,w,8.94,15.51,,,w,,,t,,,g,u
e,7.45,f,,n,t,,,w,9.69,15.98,b,,w,u,w,t,g,,d,a
e,7.0,x,t,n,f,e,,w,12.54,12.59,,s,w,u,w,f,f,,d,a
e,1.46,x,,u,f,,d,w,5.33,4.25,,,w,,,f,f,,d,w
e,10.52,x,,n,t,,,w,13.7,22.23,b,,w,u,w,t,g,,d,a
e,5.6,x,h,n,f,e,,w,11.94,11.47,,s,w,u,w,f,f,,d,a
p,12.98,x,,n,f,e,,w,11.7,16.11,,,w,u,w,t,g,,d,a
e,7.13,c,h,n,f,e,,w,14.51,13.62,,s,w,u,w,f,f,,d,u
p,5.46,x,g,n,f,e,,w,6.65,12.69,,y,w,u,w,t,p,,d,a
p,3.99,x,y,n,f,a,,w,6.03,3.61,,y,y,,,t,r,,d,u
p,12.25,x,,g,f,e,,w,11.4,16.27,,,w,u,w,t,g,,d,a
p,7.93,p,g,n,f,e,,w,7.8,13.94,,y,w,u,w,t,p,,d,u
e,6.54,x,,y,f,e,,w,5.94,12.3,b,,y,u,y,t,g,,d,a
p,11.61,f,,n,f,e,,w,10.88,13.03,,,w,u,w,t,e,,d,u
p,7.27,x,g,n,f,e,,w,7.96,15.65,,y,w,u,w,t,p,,d,u
p,16.8,x,h,o,f,e,,w,19.19,18.53,s,y,w,u,w,t,p,,d,a
e,6.26,c,h,n,f,e,,w,12.54,12.13,,s,n,u,w,f,f,,d,a
p,7.34,p,g,n,f,e,,w,8.68,16.88,,y,w,u,w,t,p,,d,a
e,2.23,f,y,n,f,d,d,p,6.94,3.43,,i,n,,,f,f,,l,a
e,7.03,x,,w,f,e,,w,6.28,13.18,b,,w,u,y,t,g,,d,u
e,2.3,x,,u,f,,d,u,6.65,4.96,,,w,,,f,f,,d,w
e,4.68,x,t,n,f,e,,w,12.3,12.3,,s,n,u,w,f,f,,d,u
p,3.97,b,y,w,f,e,c,n,4.65,3.74,,k,w,,,t,e,,d,a
e,7.86,x,,y,f,e,,w,6.07,12.25,b,,w,u,y,t,g,,d,u
e,14.48,x,y,n,t,e,,w,10.5,16.84,,,w,,,t,,,d,u
e,2.64,x,,b,f,,d,u,5.97,4.34,,,w,,,f,f,,d,w
e,17.69,p,y,w,f,,,w,26.09,17.85,s,,n,,,t,m,,d,u
e,11.49,x,,n,t,,,w,11.22,15.44,b,,w,u,w,t,g,,d,u
e,2.17,s,y,n,f,d,d,p,5.5,3.45,,i,n,,,f,f,,l,a
p,15.6,f,g,e,f,e,,w,16.53,18.32,s,y,w,u,w,t,g,,d,a
e,9.1,f,,n,t,,,w,11.16,16.79,b,,w,u,w,t,g,,d,u
e,7.54,x,,y,f,e,,w,5.92,12.3,b,,y,u,w,t,g,,d,u
e,1.91,f,y,n,f,d,d,p,4.37,2.78,,i,n,,,f,f,,l,u
e,2.28,f,y,n,f,d,d,p,5.83,2.83,,i,n,,,f,f,,h,a
e,5.82,x,t,n,f,e,,w,13.1,12.93,,s,n,u,w,f,f,,d,u
e,17.61,p,y,w,f,,,w,26.85,19.81,s,,n,,,t,m,,d,u
e,5.8,x,t,n,f,e,,w,12.37,12.08,,s,w,u,w,f,f,,d,u
e,2.43,s,y,n,f,d,d,p,6.11,3.17,,i,n,,,f,f,,h,u
e,6.34,x,,w,f,e,,w,5.81,12.08,b,,y,u,w,t,g,,d,u
e,2.26,x,,u,f,,d,u,6.44,4.53,,,w,,,f,f,,d,u
p,12.38,x,,n,f,e,,w,10.47,12.33,,,w,u,w,t,g,,d,u
e,14.94,x,y,n,t,e,,w,9.01,16.94,,,w,,,t,,,d,u
p,8.66,x,h,r,f,,c,w,10.89,15.22,,,w,u,w,t,g,,d,a
e,7.66,x,,y,f,e,,w,6.56,13.36,b,,y,u,w,t,g,,d,a
e,5.92,x,t,n,f,e,,w,14.6,15.09,,s,w,u,w,f,f,,d,a
p,3.12,x,y,n,f,a,,w,4.65,3.2,,y,y,,,t,r,,h,a
e,4.2,x,,y,f,e,,w,5.54,10.95,b,,w,u,y,t,g,,d,a
p,2.98,x,y,n,f,a,,w,5.09,3.38,,y,n,,,t,r,,h,u
e,10.3,s,,u,f,s,c,u,8.73,20.91,,,b,,,f,f,,l,a
e,3.73,f,y,n,f,d,d,p,7.19,3.13,,i,n,,,f,f,,l,u
e,10.72,f,,n,t,,,w,11.97,20.29,b,,w,u,w,t,g,,d,u
e,6.49,x,,y,f,e,,w,6.07,12.96,b,,y,u,w,t,g,,d,u
e,2.22,x,,b,f,,d,w,7.61,5.48,,,w,,,f,f,,d,a
e,6.26,x,,y,f,e,,w,5.76,11.97,b,,y,u,y,t,g,,d,u
p,8.08,f,h,r,f,,c,w,10.97,15.06,,,w,u,w,t,g,,d,u
e,9.5,f,,u,f,s,c,b,7.22,18.03,,,u,,,f,f,,d,w
e,15.63,x,e,n,t,e,,w,10.57,17.59,,,w,,,t,,,d,u
e,8.81,x,,n,t,,,w,12.09,18.52,b,,w,u,w,t,g,,d,u
e,2.09,x,,b,f,,d,u,5.54,3.91,,,w,,,f,f,,d,a
p,6.74,b,t,w,f,e,c,w,12.3,12.66,,y,w,u,w,t,e,,d,u
p,8.63,f,h,r,f,,c,w,11.72,15.42,,,w,u,w,t,g,,d,u
e,11.72,x,e,n,t,e,,w,8.64,16.03,,,w,,,t,,,d,u
e,2.21,x,,b,f,,d,w,5.82,4.84,,,w,,,f,f,,d,w
e,19.88,f,y,w,f,,,w,28.23,22.43,s,,n,,,t,m,,d,a
e,2.54,x,,u,f,,d,u,6.91,4.79,,,w,,,f,f,,d,a
e,6.66,x,t,n,f,e,,w,11.6,11.8,,s,n,u,w,f,f,,d,a
p,3.65,x,y,y,f,a,,w,5.51,3.66,,y,y,,,t,r,,d,a
p,12.67,f,,g,f,e,,w,11.05,15.68,,,w,u,w,t,g,,d,a
e,11.63,x,,n,t,,,w,11.97,16.96,b,,w,u,w,t,g,,d,a
p,11.66,f,,n,f,e,,w,10.85,14.78,,,w,u,w,t,e,,d,u
p,6.33,b,t,w,f,e,c,w,13.0,12.44,,y,w,u,w,t,e,,d,a
p,3.96,b,y,n,f,e,c,n,4.39,3.58,,k,w,,,t,e,,d,u
p,3.11,f,y,w,f,e,c,n,4.49,3.69,,k,w,,,t,e,,m,a
p,8.67,f,h,r,f,,c,w,10.94,15.12,,,w,u,w,t,p,,d,u
p,8.82,b,t,w,f,e,c,w,12.32,11.83,,y,w,u,w,t,e,,d,u
e,5.35,x,,y,f,e,,w,6.19,12.42,b,,w,u,y,t,g,,d,a
p,10.26,x,h,r,f,,c,w,11.62,17.37,,,w,u,w,t,p,,d,a
p,10.14,f,h,r,f,,c,w,11.19,16.64,,,w,u,w,t,p,,d,u
e,15.66,f,y,w,f,,,w,22.48,19.11,s,,n,,,t,m,,d,a
e,6.63,c,t,n,f,e,,w,13.39,12.93,,s,n,u,w,f,f,,d,u
e,9.96,x,,n,t,,,w,10.7,14.25,b,,w,u,w,t,g,,d,a
p,6.54,f,h,r,f,,c,w,10.88,13.91,,,w,u,w,t,p,,d,u
e,11.48,f,,n,t,,,w,9.5,16.29,b,,w,u,w,t,g,,d,a
